"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 25 21:32:25 MSK 2025","Thu Dec 25 21:32:33 MSK 2025","7171","","allure.allureReportTest","","allure.allureReportTest","testIssueSearch","testIssueSearch()",""
